service,delta,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
CV,85.74724197387695,25,720,2024-06-13 17:13:53.457488,Laptop,81.4,82.55272373617343,24,0
CV,86.62605285644531,25,720,2024-06-13 17:13:53.556637,Laptop,82.5,82.57209860962861,24,0
CV,91.96233749389648,25,720,2024-06-13 17:13:53.666055,Laptop,86.0,82.55857182733682,24,0
CV,83.9543342590332,25,720,2024-06-13 17:13:53.762496,Laptop,83.1,82.58087074637369,24,0
CV,80.90949058532715,25,720,2024-06-13 17:13:53.854989,Laptop,82.6,82.549467971135,24,0
CV,86.14659309387207,25,720,2024-06-13 17:13:53.952945,Laptop,83.1,82.58004759068473,24,0
CV,88.5322093963623,25,720,2024-06-13 17:13:54.060124,Laptop,84.3,82.55946869846062,24,0
CV,79.87666130065918,25,720,2024-06-13 17:13:54.153048,Laptop,84.4,82.5935375152591,24,0
CV,87.12887763977051,25,720,2024-06-13 17:13:54.258398,Laptop,83.6,82.54863252954023,24,0
CV,82.95583724975586,25,720,2024-06-13 17:13:54.355442,Laptop,83.9,82.5707225881784,24,0
CV,77.22640037536621,25,720,2024-06-13 17:13:54.448524,Laptop,81.8,82.53697320493087,24,0
CV,83.7409496307373,25,720,2024-06-13 17:13:54.550588,Laptop,82.9,82.56832683654635,24,0
CV,89.65635299682617,25,720,2024-06-13 17:13:54.659282,Laptop,85.5,82.53791921967789,24,0
CV,78.44734191894531,25,720,2024-06-13 17:13:54.749819,Laptop,83.1,82.57055058549713,24,0
CV,81.18629455566406,25,720,2024-06-13 17:13:54.846385,Laptop,82.4,82.53353315130535,24,0
CV,90.99125862121582,25,720,2024-06-13 17:13:54.952089,Laptop,88.4,82.57987558800345,24,0
CV,100.06570816040039,25,720,2024-06-13 17:13:55.070002,Laptop,93.3,82.56530450371821,25,0
CV,157.395601272583,25,720,2024-06-13 17:13:55.248903,Laptop,99.3,82.60276423051897,25,0
CV,97.54347801208496,25,720,2024-06-13 17:13:55.385851,Laptop,88.4,82.57300776665821,24,0
CV,81.01344108581543,25,720,2024-06-13 17:13:55.478805,Laptop,84.1,82.59165777167087,24,0
CV,86.27843856811523,25,720,2024-06-13 17:13:55.576860,Laptop,84.3,82.55241658852832,24,0
CV,88.69719505310059,25,720,2024-06-13 17:13:55.679112,Laptop,86.7,82.58798428583503,24,0
CV,90.24930000305176,25,720,2024-06-13 17:13:55.784132,Laptop,86.0,82.49693343791097,24,0
CV,83.37807655334473,25,720,2024-06-13 17:13:55.880757,Laptop,83.6,82.53025281445531,24,0
CV,87.55183219909668,25,720,2024-06-13 17:13:55.984372,Laptop,84.3,82.50259724048728,24,0
CV,81.23397827148438,25,720,2024-06-13 17:13:56.085119,Laptop,84.2,82.53153054865908,24,0
CV,86.99560165405273,25,720,2024-06-13 17:13:56.186557,Laptop,85.0,82.50946506183251,24,0
CV,90.61956405639648,25,720,2024-06-13 17:13:56.289868,Laptop,89.1,82.52605103466985,25,0
CV,91.76349639892578,25,720,2024-06-13 17:13:56.401888,Laptop,84.9,82.54277215247104,24,0
CV,90.44671058654785,25,720,2024-06-13 17:13:56.505797,Laptop,82.5,82.56541507687045,24,0
CV,90.96741676330566,25,720,2024-06-13 17:13:56.610008,Laptop,86.1,82.55241658852832,24,0
CV,86.62271499633789,25,720,2024-06-13 17:13:56.711699,Laptop,82.9,82.57454350488389,24,0
CV,85.82925796508789,25,720,2024-06-13 17:13:56.810381,Laptop,82.6,82.5600952796567,24,0
CV,82.74435997009277,25,720,2024-06-13 17:13:56.905642,Laptop,84.2,82.59282493272238,24,0
CV,85.36577224731445,25,720,2024-06-13 17:13:57.006795,Laptop,81.3,82.55390318313076,24,0
CV,84.2595100402832,25,720,2024-06-13 17:13:57.104487,Laptop,83.0,82.56499735607306,24,0
CV,96.37880325317383,25,720,2024-06-13 17:13:57.214467,Laptop,86.2,82.54705993359714,24,0
CV,88.67621421813965,25,720,2024-06-13 17:13:57.316591,Laptop,83.1,82.56492364063823,24,0
CV,85.79015731811523,25,720,2024-06-13 17:13:57.414795,Laptop,82.3,82.52608789238725,24,0
CV,83.69874954223633,25,720,2024-06-13 17:13:57.509632,Laptop,83.8,82.55821553606847,24,0
CV,87.91470527648926,25,720,2024-06-13 17:13:57.610835,Laptop,87.0,82.53301714326152,24,0
CV,87.98027038574219,25,720,2024-06-13 17:13:57.711537,Laptop,83.5,82.55381718179012,24,0
CV,81.73060417175293,25,720,2024-06-13 17:13:57.808869,Laptop,82.9,82.54014296862867,24,0
CV,81.84242248535156,25,720,2024-06-13 17:13:57.905692,Laptop,84.9,82.56599251444331,24,0
CV,95.82281112670898,25,720,2024-06-13 17:13:58.017168,Laptop,94.3,82.53993410822999,25,0
CV,105.62872886657715,25,720,2024-06-13 17:13:58.154948,Laptop,91.4,82.57744297865398,25,0
CV,88.92703056335449,25,720,2024-06-13 17:13:58.265913,Laptop,82.5,82.53784550424305,24,0
CV,88.17195892333984,25,720,2024-06-13 17:13:58.368423,Laptop,85.5,82.56945713988044,24,0
CV,88.96541595458984,25,720,2024-06-13 17:13:58.482789,Laptop,85.2,82.53705920627151,24,0
CV,86.75575256347656,25,720,2024-06-13 17:13:58.586924,Laptop,85.5,82.55652008106732,24,0
CV,92.47112274169922,25,720,2024-06-13 17:13:58.696790,Laptop,84.5,82.5436075940658,24,0
CV,84.9161148071289,25,720,2024-06-13 17:13:58.797321,Laptop,83.8,82.56156958835335,24,0
CV,80.45816421508789,25,720,2024-06-13 17:13:58.896846,Laptop,81.5,82.54509418866827,24,0
CV,79.17141914367676,25,720,2024-06-13 17:13:58.987060,Laptop,82.6,82.56369505005769,24,0
CV,85.04629135131836,25,720,2024-06-13 17:13:59.092656,Laptop,82.6,82.53963924649067,24,0
CV,84.06949043273926,25,720,2024-06-13 17:13:59.195945,Laptop,84.2,82.55755209715497,24,0
CV,83.8162899017334,25,720,2024-06-13 17:13:59.292135,Laptop,82.9,82.5230041300301,24,0
CV,86.48347854614258,25,720,2024-06-13 17:13:59.392879,Laptop,83.4,82.55492291331261,24,0
CV,80.86991310119629,25,720,2024-06-13 17:13:59.488686,Laptop,81.7,82.53635890964061,24,0
CV,77.6224136352539,25,720,2024-06-13 17:13:59.581914,Laptop,85.2,82.56306846886162,24,0
CV,92.5450325012207,25,720,2024-06-13 17:13:59.691372,Laptop,84.9,82.53774721699662,24,0
CV,81.8932056427002,25,720,2024-06-13 17:13:59.788853,Laptop,82.2,82.55574606900157,24,0
CV,82.62395858764648,25,720,2024-06-13 17:13:59.884549,Laptop,81.6,82.5370346344599,24,0
CV,80.49607276916504,25,720,2024-06-13 17:13:59.977577,Laptop,84.5,82.55950555617804,24,0
CV,79.14996147155762,25,720,2024-06-13 17:14:00.072694,Laptop,83.0,82.54075726391895,24,0
CV,84.61928367614746,25,720,2024-06-13 17:14:00.170307,Laptop,84.3,82.53730492438763,24,0
CV,82.21054077148438,25,720,2024-06-13 17:14:00.267083,Laptop,83.7,82.50276924316854,24,0
CV,84.33842658996582,25,720,2024-06-13 17:14:00.363483,Laptop,85.0,82.52498216086477,24,0
CV,84.81764793395996,25,720,2024-06-13 17:14:00.458560,Laptop,83.1,82.51206967386327,24,0
CV,84.03372764587402,25,720,2024-06-13 17:14:00.558145,Laptop,84.4,82.54218242899239,24,0
CV,87.02301979064941,25,720,2024-06-13 17:14:00.658534,Laptop,87.3,82.49052019508053,24,0
CV,82.73816108703613,25,720,2024-06-13 17:14:00.753773,Laptop,83.8,82.52170182401471,24,0
CV,88.93942832946777,25,720,2024-06-13 17:14:00.862112,Laptop,83.2,82.4986166070063,24,0
CV,79.47349548339844,25,720,2024-06-13 17:14:00.952753,Laptop,82.6,82.51936750191169,24,0
CV,79.95247840881348,25,720,2024-06-13 17:14:01.044027,Laptop,83.6,82.49667543388904,24,0
CV,83.7252140045166,25,720,2024-06-13 17:14:01.138959,Laptop,85.7,82.514674285894,24,0
CV,93.66559982299805,25,720,2024-06-13 17:14:01.245398,Laptop,88.2,82.52752534336649,24,0
CV,85.57415008544922,25,720,2024-06-13 17:14:01.342842,Laptop,84.3,82.5512739992884,24,0
CV,83.10961723327637,25,720,2024-06-13 17:14:01.438046,Laptop,83.9,82.50751160280944,24,0
CV,77.43382453918457,25,720,2024-06-13 17:14:01.527277,Laptop,81.9,82.52966309097664,24,0
CV,82.95631408691406,25,720,2024-06-13 17:14:01.621871,Laptop,88.2,82.48760843540464,24,0
CV,78.57346534729004,25,720,2024-06-13 17:14:01.818908,Laptop,78.5,82.49942747678946,24,0
CV,77.12912559509277,25,720,2024-06-13 17:14:01.910995,Laptop,82.8,82.52186154079018,24,0
CV,75.69265365600586,25,720,2024-06-13 17:14:02.004487,Laptop,81.5,82.49844460432503,24,0
CV,80.4603099822998,25,720,2024-06-13 17:14:02.103347,Laptop,82.4,82.53585518750258,24,0
CV,82.24701881408691,25,720,2024-06-13 17:14:02.210538,Laptop,84.2,82.49397253461186,24,0
CV,82.52239227294922,25,720,2024-06-13 17:14:02.307533,Laptop,83.8,82.53062139162947,24,0
CV,88.74988555908203,25,720,2024-06-13 17:14:02.409783,Laptop,82.6,82.496110282222,24,0
CV,93.25051307678223,25,720,2024-06-13 17:14:02.517829,Laptop,82.5,82.5173403274538,24,0
CV,94.47312355041504,25,720,2024-06-13 17:14:02.630821,Laptop,84.7,82.48759614949883,24,0
CV,90.75736999511719,25,720,2024-06-13 17:14:02.735551,Laptop,83.6,82.52553502662602,24,0
CV,92.09156036376953,25,720,2024-06-13 17:14:02.841406,Laptop,82.6,82.49316166482869,24,0
CV,93.31274032592773,25,720,2024-06-13 17:14:02.948325,Laptop,83.8,82.52606332057564,24,0
CV,106.39452934265137,25,720,2024-06-13 17:14:03.091704,Laptop,92.7,82.50119664722546,25,0
CV,100.82340240478516,25,720,2024-06-13 17:14:03.207387,Laptop,85.2,82.53409830297241,24,0
CV,101.01723670959473,25,720,2024-06-13 17:14:03.322794,Laptop,83.5,82.48588840859188,24,0
CV,98.87576103210449,25,720,2024-06-13 17:14:03.442151,Laptop,84.8,82.51956407640458,24,0
CV,99.36261177062988,25,720,2024-06-13 17:14:03.555521,Laptop,82.1,82.48735043138272,24,0
CV,101.19938850402832,25,720,2024-06-13 17:14:03.671276,Laptop,87.9,82.52240212064564,24,0
CV,103.09886932373047,25,720,2024-06-13 17:14:03.791862,Laptop,88.5,82.49577856276525,24,0
CV,98.99568557739258,25,720,2024-06-13 17:14:03.905018,Laptop,88.3,82.51738947107701,24,0
CV,104.56299781799316,25,720,2024-06-13 17:14:04.031299,Laptop,89.7,82.48969703939156,25,0
CV,107.86175727844238,25,720,2024-06-13 17:14:04.170398,Laptop,90.6,82.50025063247844,25,0
CV,101.01819038391113,25,720,2024-06-13 17:14:04.289029,Laptop,85.4,82.46510065596908,24,0
CV,99.09605979919434,25,720,2024-06-13 17:14:04.404347,Laptop,85.3,82.49413225138731,24,0
CV,97.59020805358887,25,720,2024-06-13 17:14:04.517166,Laptop,82.1,82.46264347480799,24,0
CV,99.00355339050293,25,720,2024-06-13 17:14:04.630996,Laptop,88.5,82.49778116541154,24,0
CV,100.11076927185059,25,720,2024-06-13 17:14:04.744643,Laptop,83.8,82.46796327202175,24,0
CV,98.3586311340332,25,720,2024-06-13 17:14:04.861195,Laptop,84.9,82.49332138160416,24,0
CV,101.1660099029541,25,720,2024-06-13 17:14:04.977941,Laptop,89.9,82.5200923703542,25,0
CV,97.67818450927734,25,720,2024-06-13 17:14:05.096148,Laptop,88.0,82.55136000062903,24,0
CV,87.98027038574219,25,720,2024-06-13 17:14:05.200867,Laptop,84.9,82.52519102126347,24,0
CV,82.14330673217773,25,720,2024-06-13 17:14:05.297624,Laptop,84.5,82.54755136982935,24,0
CV,83.83035659790039,25,720,2024-06-13 17:14:05.398450,Laptop,84.2,82.52548588300279,24,0
CV,80.52253723144531,25,720,2024-06-13 17:14:05.493169,Laptop,83.6,82.54580677120498,24,0
CV,92.06104278564453,25,720,2024-06-13 17:14:05.599898,Laptop,86.8,82.51552201339459,24,0
CV,97.4278450012207,25,720,2024-06-13 17:14:05.712760,Laptop,86.7,82.5490133926202,24,0
CV,84.8231315612793,25,720,2024-06-13 17:14:05.811984,Laptop,83.4,82.51907264017235,24,0
CV,91.38774871826172,25,720,2024-06-13 17:14:05.917273,Laptop,83.1,82.52219326024694,24,0
CV,87.21280097961426,25,720,2024-06-13 17:14:06.017757,Laptop,83.6,82.4938496755538,24,0
CV,83.66942405700684,25,720,2024-06-13 17:14:06.116583,Laptop,83.7,82.53167797952872,24,0
CV,84.5184326171875,25,720,2024-06-13 17:14:06.213179,Laptop,86.9,82.52492073133574,24,0
CV,87.98456192016602,25,720,2024-06-13 17:14:06.314441,Laptop,86.3,82.57493665386967,24,0
CV,82.07035064697266,25,720,2024-06-13 17:14:06.413199,Laptop,83.8,82.55070884762135,24,0
CV,78.29761505126953,25,720,2024-06-13 17:14:06.504771,Laptop,83.1,82.58236962688196,24,0
CV,81.96306228637695,25,720,2024-06-13 17:14:06.603285,Laptop,87.7,82.53764892975018,24,0
CV,83.41574668884277,25,720,2024-06-13 17:14:06.701243,Laptop,86.2,82.57509637064514,24,0
CV,80.18684387207031,25,720,2024-06-13 17:14:06.795839,Laptop,83.6,82.54439389203736,24,0
CV,81.36582374572754,25,720,2024-06-13 17:14:06.894959,Laptop,85.6,82.57777469811072,24,0
CV,84.28621292114258,25,720,2024-06-13 17:14:06.996413,Laptop,86.1,82.5485465281996,24,0
CV,85.23106575012207,25,720,2024-06-13 17:14:07.093403,Laptop,83.2,82.58205019333101,24,0
CV,87.4626636505127,25,720,2024-06-13 17:14:07.194086,Laptop,85.4,82.54816566511963,24,0
CV,82.11922645568848,25,720,2024-06-13 17:14:07.288785,Laptop,83.0,82.58761570866088,24,0
CV,83.47129821777344,25,720,2024-06-13 17:14:07.384139,Laptop,84.8,82.55534063411,24,0
CV,91.63355827331543,25,720,2024-06-13 17:14:07.491245,Laptop,83.5,82.57601781358055,24,0
CV,89.85471725463867,25,720,2024-06-13 17:14:07.597540,Laptop,86.0,82.53970067601968,24,0
CV,87.16559410095215,25,720,2024-06-13 17:14:07.705903,Laptop,85.4,82.5750226552103,24,0
CV,83.93597602844238,25,720,2024-06-13 17:14:07.801158,Laptop,83.7,82.53456516739301,24,0
