service,delta,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
CV,87.91112899780273,25,720,2024-06-13 17:10:02.368970,Laptop,88.6,82.34729110520077,25,0
CV,85.51335334777832,25,720,2024-06-13 17:10:02.476193,Laptop,84.2,82.34866712665098,24,0
CV,86.33089065551758,25,720,2024-06-13 17:10:02.576319,Laptop,85.0,82.35021515078247,24,0
CV,84.32722091674805,25,720,2024-06-13 17:10:02.672970,Laptop,85.1,82.33555806515658,24,0
CV,86.2584114074707,25,720,2024-06-13 17:10:02.773744,Laptop,86.6,82.34127101135611,24,0
CV,84.25688743591309,25,720,2024-06-13 17:10:02.875148,Laptop,84.9,82.34613623005505,24,0
CV,91.14193916320801,25,720,2024-06-13 17:10:02.987664,Laptop,84.8,82.34888827295548,24,0
CV,88.72389793395996,25,720,2024-06-13 17:10:03.093146,Laptop,85.1,82.32817423576752,24,0
CV,84.1059684753418,25,720,2024-06-13 17:10:03.194435,Laptop,87.2,82.32962397265256,24,0
CV,87.65912055969238,25,720,2024-06-13 17:10:03.306193,Laptop,86.7,82.33584064099011,24,0
CV,87.5086784362793,25,720,2024-06-13 17:10:03.409030,Laptop,86.9,82.33882611610083,24,0
CV,89.01119232177734,25,720,2024-06-13 17:10:03.517751,Laptop,86.0,82.35360606078477,24,0
CV,88.65880966186523,25,720,2024-06-13 17:10:03.629858,Laptop,83.8,82.35855728082436,24,0
CV,84.81574058532715,25,720,2024-06-13 17:10:03.730505,Laptop,83.7,82.34476020860485,24,0
CV,119.13704872131348,25,720,2024-06-13 17:10:03.869662,Laptop,83.8,82.3430647536037,24,0
CV,82.97157287597656,25,720,2024-06-13 17:10:03.963358,Laptop,83.4,82.32963625855835,24,0
CV,83.26840400695801,25,720,2024-06-13 17:10:04.062049,Laptop,85.5,82.33251116051683,24,0
CV,86.9598388671875,25,720,2024-06-13 17:10:04.163497,Laptop,86.2,82.33576692555528,24,0
CV,83.60791206359863,25,720,2024-06-13 17:10:04.267751,Laptop,88.7,82.34584136831573,25,0
CV,85.64448356628418,25,720,2024-06-13 17:10:04.371215,Laptop,84.8,82.35139459773978,24,0
CV,95.48616409301758,25,720,2024-06-13 17:10:04.484846,Laptop,89.9,82.3819250736663,25,0
CV,113.54613304138184,25,720,2024-06-13 17:10:04.621177,Laptop,88.8,82.40961750535175,25,0
CV,94.75827217102051,25,720,2024-06-13 17:10:04.732797,Laptop,86.9,82.41271355361471,24,0
