service,ip,device_type,timestamp,category,time_ms,other_members
QR,192.168.31.205,NX,2024-07-04 19:00:23.205179,1,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:23.205456,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:24.209852,1,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:24.210032,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:25.217388,2,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:25.217569,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:26.526773,1,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:26.526958,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:27.532711,2,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:27.533368,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:28.538271,1,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:28.538542,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:29.542754,1,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:29.542943,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:30.549188,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:30.549451,1,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:31.557622,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:31.558194,3,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:32.566149,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:32.566425,3,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:33.574264,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:33.574551,3,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:34.582614,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:34.582899,3,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:35.590880,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:35.591152,3,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:36.599417,3,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:36.599726,3,offloading,0
QR,192.168.31.205,NX,2024-07-04 19:00:38.170204,1,training,0
QR,192.168.31.205,NX,2024-07-04 19:00:38.170509,566,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:39.425167,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:39.425337,251,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:40.678015,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:40.678174,249,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:41.925065,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:41.925234,243,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:43.261747,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:43.261927,333,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:44.511364,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:44.511539,246,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:45.753822,2,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:45.753978,239,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:47.349397,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:47.349582,592,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:48.715702,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:48.715864,362,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:50.192139,2,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:50.192305,472,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:51.478529,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:51.478683,283,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:53.031262,196,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:53.031422,354,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:54.294015,3,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:54.294179,258,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:55.538347,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:55.538512,240,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:56.783346,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:56.783516,239,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:58.033694,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:58.033864,247,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:00:59.286439,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:00:59.286745,249,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:01:00.608283,1,training,1
QR,192.168.31.205,NX,2024-07-04 19:01:00.608482,317,offloading,1
QR,192.168.31.205,NX,2024-07-04 19:01:02.627793,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:02.627956,401,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:04.073533,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:04.073688,442,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:05.497224,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:05.497361,420,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:06.921547,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:06.921724,420,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:08.326940,2,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:08.327099,401,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:09.729420,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:09.729568,399,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:11.141456,2,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:11.141601,407,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:12.592639,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:12.592783,447,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:14.482805,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:14.482963,886,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:15.894194,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:15.894610,408,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:17.312418,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:17.312596,414,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:18.745295,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:18.745468,429,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:20.529216,342,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:20.529357,439,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:21.970615,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:21.970773,437,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:23.391875,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:23.392018,417,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:24.850269,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:24.850544,455,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:26.393921,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:26.394083,539,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:27.809270,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:27.809423,412,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:29.218250,2,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:29.218692,405,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:30.694763,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:30.694926,472,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:32.118411,1,training,2
QR,192.168.31.205,NX,2024-07-04 19:01:32.118587,420,offloading,2
QR,192.168.31.205,NX,2024-07-04 19:01:33.692971,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:33.693115,571,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:35.276379,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:35.276539,580,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:36.851003,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:36.851172,571,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:38.537517,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:38.537654,683,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:40.126441,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:40.126594,585,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:41.684322,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:41.684535,554,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:43.244821,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:43.245001,556,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:44.846966,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:44.847117,598,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:46.829017,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:46.829156,640,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:49.064934,322,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:49.065079,911,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:50.681651,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:50.681800,613,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:52.274724,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:52.275067,589,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:53.844086,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:53.844264,565,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:55.492408,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:55.492578,644,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:57.117989,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:57.118136,622,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:01:58.783037,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:01:58.783297,661,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:00.365408,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:00.365724,578,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:01.981131,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:01.981270,612,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:03.670513,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:03.670659,686,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:05.278859,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:05.279138,604,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:07.032710,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:07.032875,750,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:08.673288,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:08.673454,637,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:10.493965,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:10.494127,814,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:12.552083,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:12.552268,722,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:14.918903,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:14.919052,750,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:16.696085,155,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:16.696284,620,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:18.433998,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:18.434210,734,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:20.008795,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:20.009060,570,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:21.948407,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:21.948558,935,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:23.599600,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:23.599747,647,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:25.206543,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:25.206719,603,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:26.932820,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:26.932966,722,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:28.536507,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:28.536675,600,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:30.927015,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:30.927295,647,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:32.786565,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:32.786766,855,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:34.940026,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:34.940189,576,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:36.625302,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:36.625460,681,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:38.217878,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:38.218010,589,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:39.798096,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:39.798256,576,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:41.474768,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:41.474930,673,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:43.330897,186,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:43.331054,668,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:44.884119,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:44.884278,549,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:46.513518,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:46.513673,626,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:48.127341,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:48.127514,610,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:49.699025,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:49.699198,568,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:51.310271,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:51.310620,607,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:52.894806,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:52.894952,581,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:54.517390,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:54.517558,619,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:56.103444,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:56.103605,582,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:57.732673,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:57.732808,625,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:02:59.315997,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:02:59.316311,580,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:00.909851,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:00.909998,589,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:02.517609,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:02.517756,604,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:04.320490,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:04.323468,797,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:05.904909,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:05.905057,577,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:07.466026,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:07.466191,557,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:09.040181,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:09.040357,570,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:10.888982,272,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:10.889142,575,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:12.479033,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:12.479176,586,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:14.067448,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:14.067591,585,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:15.694332,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:15.694510,623,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:17.299135,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:17.301177,601,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:18.917322,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:18.917641,611,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:20.547735,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:20.547881,626,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:22.151129,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:22.151321,600,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:23.733390,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:23.733581,578,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:25.317493,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:25.318096,580,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:26.890869,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:26.891016,569,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:28.512982,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:28.513129,618,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:30.307092,2,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:30.307240,790,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:31.906212,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:31.906375,595,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:33.526667,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:33.527548,617,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:35.105264,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:35.105415,574,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:36.721618,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:36.721766,613,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:38.545097,190,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:38.545247,631,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:40.115700,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:40.116246,567,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:41.757530,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:41.757676,638,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:43.325750,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:43.326224,564,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:44.895457,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:44.895639,565,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:46.519302,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:46.519443,620,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:48.120804,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:48.120963,598,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:49.755842,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:49.756050,631,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:51.366550,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:51.366706,608,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:53.257534,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:53.257691,887,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:54.889530,1,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:54.889679,626,offloading,3
QR,192.168.31.205,NX,2024-07-04 19:03:56.543029,3,training,3
QR,192.168.31.205,NX,2024-07-04 19:03:56.543165,648,offloading,3
