service,ip,device_type,timestamp,expected,reality,evidence
CV-6,192.168.31.205,NX,2024-07-05 23:00:34.860089,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:35.385637,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:35.924839,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:36.461613,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:36.996427,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:37.556209,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:38.079598,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:39.238846,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:41.085660,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:41.612162,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:42.138415,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:42.662334,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:43.247830,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:43.771485,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:44.367490,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:44.893495,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:45.417098,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:45.945148,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:46.470529,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:46.993224,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:47.540959,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:48.069872,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:48.600615,0.47488454383927087,1.0,1.5351154561607292
CV-6,192.168.31.205,NX,2024-07-05 23:00:49.126459,0.47488454383927087,1.0,1.5351154561607292
