service,device_type,timestamp,pixel,fps,pv,surprise
CV,NX,2024-07-31 15:39:42.742785,720,15,0.929705215419501,391.45792736154135
CV,NX,2024-07-31 15:39:52.869594,480,5,0.7426303854875282,131.57112300988487
CV,NX,2024-07-31 15:40:03.204535,480,25,0.5534444542731735,1002.119858734575
CV,NX,2024-07-31 15:40:13.279513,1080,5,0.4150833407048801,3.147100124037489
CV,NX,2024-07-31 15:41:03.535895,1080,25,0.3320666725639041,692.4544976731745
CV,NX,2024-07-31 15:41:08.719831,720,15,0.3308888938032534,538.7023845631462
CV,NX,2024-07-31 15:41:13.801908,480,5,0.5343238857498046,208.60098260322042
CV,NX,2024-07-31 15:41:18.892823,480,5,0.5857942695962964,205.81804987803864
CV,NX,2024-07-31 15:41:24.017332,480,5,0.6400999568128696,194.76605018430058
CV,NX,2024-07-31 15:41:29.160563,480,5,0.6228725698272348,231.0829702626309
CV,NX,2024-07-31 15:41:34.268970,480,5,0.6522556958903716,204.6156184788543
CV,NX,2024-07-31 15:41:39.425255,480,5,0.6513793154357391,219.32606720182685
CV,NX,2024-07-31 15:41:44.558372,480,5,0.6874270604022207,196.77605663871358
CV,NX,2024-07-31 15:41:49.696768,480,5,0.7183251275163478,195.59927264696364
CV,NX,2024-07-31 15:41:54.799025,480,5,0.7451034523485913,191.4603679974236
CV,NX,2024-07-31 15:41:59.940096,480,5,0.7549475300550652,206.16961617309119
CV,NX,2024-07-31 15:42:05.051327,480,5,0.7661910257295754,203.66033835389928
CV,NX,2024-07-31 15:42:10.218454,480,5,0.7447842779233429,236.33359126187332
CV,NX,2024-07-31 15:42:15.365962,480,5,0.7645324738221143,198.1299048250754
CV,NX,2024-07-31 15:42:20.477345,480,5,0.7757841110005739,201.41370546344825
CV,NX,2024-07-31 15:42:25.595751,480,5,0.7838937703111055,203.6917411933985
CV,NX,2024-07-31 15:42:30.722387,480,5,0.7754559111862924,223.18785998251263
CV,NX,2024-07-31 15:42:35.830027,480,5,0.7772035747831076,210.74447903979006
CV,NX,2024-07-31 15:42:40.933038,480,5,0.7769940055439566,212.9732297724477
CV,NX,2024-07-31 15:42:46.094867,480,5,0.7854968540178505,201.69622331316216
CV,NX,2024-07-31 15:42:51.268629,480,5,0.7983623596325487,197.75666362713292
CV,NX,2024-07-31 15:42:56.411732,480,5,0.8102748648313431,194.17778597876912
CV,NX,2024-07-31 15:43:01.527755,480,5,0.8151252966774286,203.57538219239947
CV,NX,2024-07-31 15:43:06.634911,480,5,0.8226397167320301,198.56695578295972
CV,NX,2024-07-31 15:43:11.795723,480,5,0.812261871101832,228.90603291372304
CV,NX,2024-07-31 15:43:16.958467,480,5,0.8137737602528248,208.45384401374756
CV,NX,2024-07-31 15:43:22.095638,480,5,0.8194370802449239,204.26806309177914
CV,NX,2024-07-31 15:43:27.207152,480,5,0.8245924783402687,201.17931494511532
CV,NX,2024-07-31 15:43:32.340492,480,5,0.8268870729670895,206.02710399347808
CV,NX,2024-07-31 15:43:37.447976,480,5,0.8178704236773466,228.19849608067517
CV,NX,2024-07-31 15:43:42.582055,480,5,0.8250551824399324,196.668037006128
CV,NX,2024-07-31 15:43:47.699875,480,5,0.8212757826795112,218.05412891465716
CV,NX,2024-07-31 15:43:52.791134,480,5,0.8291369462932082,194.32564294199813
CV,NX,2024-07-31 15:43:57.881068,480,5,0.836594973311331,193.96984723354086
