service,device_type,timestamp,pixel,fps,pv,surprise
QR,NX,2024-07-30 18:31:28.443362,720,15,1.0,1388.9217981138584
QR,NX,2024-07-30 18:31:28.443420,720,15,1.0,654.9243230513655
QR,NX,2024-07-30 18:31:28.443437,480,5,1.0,655.0111119344723
QR,NX,2024-07-30 18:31:28.443449,480,5,1.0,1959.922745995895
QR,NX,2024-07-30 18:31:28.443460,480,25,1.0,670.3443997992715
QR,NX,2024-07-30 18:31:28.443472,1080,5,0.8333333333333334,267.4040561099009
QR,NX,2024-07-30 18:31:28.443484,1080,25,0.7142857142857143,257.5715277721749
QR,NX,2024-07-30 18:31:28.443496,1080,25,0.74375,224.68064678988316
QR,NX,2024-07-30 18:31:28.443508,480,25,0.7722222222222223,218.29293873591644
QR,NX,2024-07-30 18:31:28.443519,480,25,0.795,220.1847313887326
QR,NX,2024-07-30 18:31:28.443530,480,25,0.8136363636363636,220.1847313887326
QR,NX,2024-07-30 18:31:28.443541,480,25,0.8269736842105262,220.29574924972738
QR,NX,2024-07-30 18:31:28.443552,480,25,0.8402834008097165,222.04276349027717
QR,NX,2024-07-30 18:31:28.443563,480,25,0.8499060150375939,224.1148491899841
QR,NX,2024-07-30 18:31:28.443574,480,25,0.8582456140350876,215.4757314475295
QR,NX,2024-07-30 18:31:28.443584,480,25,0.8671052631578948,208.77325594615573
QR,NX,2024-07-30 18:31:28.443596,480,25,0.873452012383901,215.4757314475295
QR,NX,2024-07-30 18:31:28.443607,480,25,0.8790579547158495,213.82803322522005
QR,NX,2024-07-30 18:31:28.443619,480,25,0.8854233255202786,208.77325594615573
QR,NX,2024-07-30 18:31:28.443630,480,25,0.8898701079622133,213.82803322522005
QR,NX,2024-07-30 18:31:28.443641,480,25,0.8926723860934389,218.88281050428435
QR,NX,2024-07-30 18:31:28.443652,480,25,0.8964422665481717,213.80702015661973
QR,NX,2024-07-30 18:31:28.443664,480,25,0.8998299494964676,210.72293741884747
QR,NX,2024-07-30 18:31:28.443676,480,25,0.9029353255324052,210.72293741884747
QR,NX,2024-07-30 18:31:28.443687,480,25,0.905817912511109,212.28185906336938
QR,NX,2024-07-30 18:31:28.443699,480,25,0.9084281547424631,209.12850113970114
QR,NX,2024-07-30 18:31:28.443711,480,25,0.9118197045668163,208.39505215021308
QR,NX,2024-07-30 18:31:28.443722,480,25,0.91407614368943,212.28185906336938
QR,NX,2024-07-30 18:31:28.443734,480,25,0.916176966320829,210.18833927363346
QR,NX,2024-07-30 18:31:28.443746,480,25,0.9181163665887673,208.70061044881732
QR,NX,2024-07-30 18:31:28.443757,480,25,0.9199513225052587,210.18833927363346
QR,NX,2024-07-30 18:31:28.443769,480,25,0.9216515616256871,208.70061044881732
QR,NX,2024-07-30 18:31:28.443780,480,25,0.9232283085620697,207.17736698937676
QR,NX,2024-07-30 18:31:28.443792,480,25,0.9247510053690677,210.18833927363346
QR,NX,2024-07-30 18:31:28.443803,480,25,0.9261866909299515,209.28642136442073
QR,NX,2024-07-30 18:31:28.443815,480,25,0.9275248099140909,207.45716859431067
QR,NX,2024-07-30 18:31:28.443826,480,25,0.9294835988353317,201.9196001490333
QR,NX,2024-07-30 18:31:28.443837,480,25,0.930681398865981,208.89233296613435
QR,NX,2024-07-30 18:31:28.443848,480,25,0.9318177732540328,208.71439182299684
QR,NX,2024-07-30 18:31:28.443860,480,25,0.9328813032816562,207.20897013100978
QR,NX,2024-07-30 18:31:28.443871,480,25,0.9339085885674695,208.63110200428565
QR,NX,2024-07-30 18:31:28.443883,480,25,0.9354821936015774,201.3983002071215
QR,NX,2024-07-30 18:31:28.443895,480,25,0.9364012123550292,208.63110200428565
QR,NX,2024-07-30 18:31:28.443906,480,25,0.9378466393469602,199.89161993030734
QR,NX,2024-07-30 18:31:28.443917,480,25,0.9392278251392501,201.3115838958002
QR,NX,2024-07-30 18:31:28.443928,480,25,0.9405489593753533,201.3115838958002
QR,NX,2024-07-30 18:31:28.443939,480,25,0.9412683213962814,207.17105493797408
QR,NX,2024-07-30 18:31:28.443950,480,25,0.9419710647005255,208.5910189034669
QR,NX,2024-07-30 18:31:28.443961,480,25,0.9426451246045965,208.57138779184643
QR,NX,2024-07-30 18:31:28.443972,480,25,0.9432922221125045,208.56167750729477
QR,NX,2024-07-30 18:31:28.443984,480,25,0.9439139432475535,208.55684902646806
QR,NX,2024-07-30 18:31:28.443995,480,25,0.9445117520312544,208.5544414950798
QR,NX,2024-07-30 18:31:28.444006,480,25,0.9450870019929288,208.5544414950798
QR,NX,2024-07-30 18:31:28.444018,480,25,0.945629075555263,207.13537447306615
QR,NX,2024-07-30 18:31:28.444030,480,25,0.9461630923633492,208.55323941214488
QR,NX,2024-07-30 18:31:28.444040,480,25,0.9466780371425749,208.55323941214488
QR,NX,2024-07-30 18:31:28.444051,480,25,0.9471749136839334,208.55323941214488
QR,NX,2024-07-30 18:31:28.444062,480,25,0.9476436043852271,207.13537447306615
QR,NX,2024-07-30 18:31:28.444073,480,25,0.9485310009210707,201.2276228392356
QR,NX,2024-07-30 18:31:28.444085,480,25,0.9489614671450357,207.13537447306615
