service,device_type,timestamp,pixel,fps,pv,surprise
CV,AGX,2024-07-31 16:03:12.719651,720,15,0.9130864197530865,407.9361631578635
CV,AGX,2024-07-31 16:03:22.773589,480,5,0.45654320987654323,5.958320387083174
CV,AGX,2024-07-31 16:03:33.132362,480,25,0.5442815562969269,1054.2706659015198
CV,AGX,2024-07-31 16:03:43.196378,1080,25,0.4082111672226952,14.352887632228285
CV,AGX,2024-07-31 16:05:03.402371,1080,5,0.5065689337781561,175.13876622725138
CV,AGX,2024-07-31 16:05:08.585867,720,15,0.5804741114817968,266.94910437277105
CV,AGX,2024-07-31 16:05:13.724215,1080,5,0.6344540003177306,190.6815006495782
CV,AGX,2024-07-31 16:05:18.853899,1080,5,0.6801472502780143,181.87594343575063
CV,AGX,2024-07-31 16:05:23.952734,1080,5,0.7156864446915683,181.85896613802225
CV,AGX,2024-07-31 16:05:29.105146,1080,5,0.7441178002224114,181.85866828081726
CV,AGX,2024-07-31 16:05:34.277181,1080,5,0.7673798183840103,181.85866456026676
CV,AGX,2024-07-31 16:05:39.439531,1080,5,0.7867648335186761,181.85866452417875
CV,AGX,2024-07-31 16:05:44.591416,1080,5,0.8031675386326241,181.85866452389257
CV,AGX,2024-07-31 16:05:49.732477,1080,5,0.8172270001588652,181.85866452389067
CV,AGX,2024-07-31 16:05:54.854953,1080,5,0.8266340890371632,268.8081565801423
CV,AGX,2024-07-31 16:05:59.998572,1080,5,0.8374694584723404,184.5468021774966
CV,AGX,2024-07-31 16:06:05.132690,1080,5,0.844579098170046,195.49469236971797
CV,AGX,2024-07-31 16:06:10.243692,1080,5,0.8507981337789565,191.97425276334022
CV,AGX,2024-07-31 16:06:15.355001,1080,5,0.8586508635800639,182.33820814326933
CV,AGX,2024-07-31 16:06:20.473988,1080,5,0.8657183204010608,182.30322451009715
CV,AGX,2024-07-31 16:06:25.591556,1080,5,0.8721126860962484,182.27255194696508
CV,AGX,2024-07-31 16:06:30.711070,1080,5,0.8779257458191462,182.24583818019067
CV,AGX,2024-07-31 16:06:35.828435,1080,5,0.8832333220878789,182.22236437649258
CV,AGX,2024-07-31 16:06:40.942854,1080,5,0.8880986003342173,182.2015747019363
CV,AGX,2024-07-31 16:06:46.061914,1080,5,0.8925746563208485,182.1830336047404
CV,AGX,2024-07-31 16:06:51.189313,1080,5,0.8967064003085082,182.16639494692134
CV,AGX,2024-07-31 16:06:56.298145,1080,5,0.9005320891859709,182.1513801766401
CV,AGX,2024-07-31 16:07:01.454154,1080,5,0.9040845145721862,184.61835493316207
CV,AGX,2024-07-31 16:07:06.574341,1080,5,0.9073919451041799,182.12484247187535
CV,AGX,2024-07-31 16:07:11.719648,1080,5,0.9104788802673738,182.11353364517294
CV,AGX,2024-07-31 16:07:16.901469,1080,5,0.9119641337790855,192.57233175352084
CV,AGX,2024-07-31 16:07:22.039210,1080,5,0.9147152545984891,182.17200700245718
CV,AGX,2024-07-31 16:07:27.150317,1080,5,0.9172996408227774,182.16032403639986
CV,AGX,2024-07-31 16:07:32.284738,1080,5,0.9197320043279897,182.14936205695844
