service,device_type,timestamp,pixel,fps,pv,surprise
QR,NX,2024-07-31 16:20:28.943358,720,15,1.0,600.886368025604
QR,NX,2024-07-31 16:20:39.084634,480,5,1.0,335.463213353521
QR,NX,2024-07-31 16:20:49.398278,480,25,0.9982456140350878,807.4013495564528
QR,NX,2024-07-31 16:20:59.526201,1080,5,0.9986842105263158,339.3776467601166
QR,NX,2024-07-31 16:21:09.725603,1080,25,0.8008891159938683,533.1213002323275
QR,NX,2024-07-31 16:21:14.845662,720,10,0.8301982943359755,319.57299734012776
QR,NX,2024-07-31 16:21:19.957398,720,5,0.8544556808594076,235.43123160935681
QR,NX,2024-07-31 16:21:25.079883,480,10,0.8726487207519815,319.63774621831436
QR,NX,2024-07-31 16:21:30.252803,480,20,0.8867988628906502,455.71073148838514
QR,NX,2024-07-31 16:21:35.396222,480,15,0.8981189766015852,395.65485445606356
QR,NX,2024-07-31 16:21:40.540628,720,15,0.9073808878196229,222.0190613439555
QR,NX,2024-07-31 16:21:45.637842,480,5,0.9150991471679877,171.61490683878907
QR,NX,2024-07-31 16:21:50.752573,480,5,0.9216299820012194,169.31668766017407
QR,NX,2024-07-31 16:21:55.845082,480,5,0.9272278404297037,169.31668766017407
QR,NX,2024-07-31 16:22:00.969520,480,5,0.9320793177343901,171.61490683878907
QR,NX,2024-07-31 16:22:06.080687,480,5,0.9363243603759908,169.31668766017407
QR,NX,2024-07-31 16:22:11.178054,480,5,0.9400699862362266,169.31668766017407
QR,NX,2024-07-31 16:22:16.274228,480,5,0.9433994314453251,171.61490683878907
QR,NX,2024-07-31 16:22:21.371548,480,5,0.9463784087376764,169.31668766017407
QR,NX,2024-07-31 16:22:26.461902,480,5,0.9490594883007926,169.31668766017407
QR,NX,2024-07-31 16:22:31.576969,480,5,0.9514852269531359,171.61490683878907
QR,NX,2024-07-31 16:22:36.675443,480,5,0.9536904439098115,169.31668766017407
QR,NX,2024-07-31 16:22:41.780982,480,5,0.9557039028702544,171.61490683878907
QR,NX,2024-07-31 16:22:46.875382,480,5,0.9575495735839938,169.31668766017407
QR,NX,2024-07-31 16:22:51.969048,480,5,0.9592475906406341,169.31668766017407
QR,NX,2024-07-31 16:22:57.066393,480,5,0.9608149910006097,169.31668766017407
QR,NX,2024-07-31 16:23:02.168429,480,5,0.9622662876302167,169.31668766017407
QR,NX,2024-07-31 16:23:07.260270,480,5,0.9636139202148518,169.31668766017407
QR,NX,2024-07-31 16:23:12.406057,480,5,0.9648686126212362,171.61490683878907
QR,NX,2024-07-31 16:23:17.527457,480,5,0.9660396588671951,169.31668766017407
QR,NX,2024-07-31 16:23:22.626299,480,5,0.9671351537424469,169.31668766017407
QR,NX,2024-07-31 16:23:27.741723,480,5,0.9681621801879954,171.61490683878907
QR,NX,2024-07-31 16:23:32.852939,480,5,0.969126962606541,169.31668766017407
QR,NX,2024-07-31 16:23:37.946083,480,5,0.9700349931181133,169.31668766017407
QR,NX,2024-07-31 16:23:43.054094,480,5,0.9708911361718815,169.31668766017407
QR,NX,2024-07-31 16:23:48.150582,480,5,0.9716997157226626,169.31668766017407
QR,NX,2024-07-31 16:23:53.242876,480,5,0.9724645882706987,171.61490683878907
QR,NX,2024-07-31 16:23:58.341682,480,5,0.9731892043688383,169.31668766017407
QR,NX,2024-07-31 16:24:03.433668,480,5,0.9738766606670731,169.31668766017407
QR,NX,2024-07-31 16:24:08.547508,480,5,0.9745297441503963,171.61490683878907
QR,NX,2024-07-31 16:24:13.653270,480,5,0.9751509699028257,169.31668766017407
QR,NX,2024-07-31 16:24:18.758896,480,5,0.9757426134765679,169.31668766017407
QR,NX,2024-07-31 16:24:23.863559,480,5,0.9763067387445546,171.61490683878907
QR,NX,2024-07-31 16:24:28.955407,480,5,0.9768452219549058,169.31668766017407
QR,NX,2024-07-31 16:24:34.049568,480,5,0.97735977257813,169.31668766017407
QR,NX,2024-07-31 16:24:39.146910,480,5,0.9778519514351273,169.31668766017407
QR,NX,2024-07-31 16:24:44.235528,480,5,0.9783231865109756,169.31668766017407
QR,NX,2024-07-31 16:24:49.352862,480,5,0.9787747867919969,171.61490683878907
QR,NX,2024-07-31 16:24:54.456760,480,5,0.9792079544084867,169.31668766017407
QR,NX,2024-07-31 16:24:59.550836,480,5,0.9796237953203171,169.31668766017407
QR,NX,2024-07-31 16:25:04.680160,480,5,0.9800233287454089,171.61490683878907
QR,NX,2024-07-31 16:25:09.787825,480,5,0.9804074955003048,169.31668766017407
QR,NX,2024-07-31 16:25:14.892561,480,5,0.9807771653965255,169.31668766017407
